29,21,42616,19431,1876,1751,1061,954,544,551, 1, 0, 0
43,27,792450,46398,14071,10938,28386,15687,6803,6034, 1, 0, 0
38,24,247196,171550,23929,23357,14070,13908,6381,2654, 1, 0, 0
43,8,636541,327744,4110,15638,18124,21730,15719,13944, 1, 0, 0
38,1,1328606,487470,30784,23512,70480,13726,17926,17614, 1, 0, 0
30,4,973301,108971,36524,14806,12079,16664,20432,8831, 1, 0, 0
38,10,206300,87929,31875,21058,10769,16700,9819,7629, 1, 0, 0
47,30,181847,10882,5227,1726,501,2338,1360,1228, 1, 0, 0
54,51,581975,46734,27624,15083,7922,5098,4022,5929, 1, 0, 0
48,43,393278,48453,2257,5503,3990,3221,3143,2452, 1, 0, 0
60,48,149152,14332,11378,16386,4047,18331,6825,5849, 1, 0, 0
53,43,77189,24781,5147,2530,1468,2061,1830,507, 1, 0, 0
51,27,1291158,56146,56001,26995,9286,18142,19502,9400, 1, 0, 0
53,34,721298,436725,11306,55666,96940,32577,19731,6294, 1, 0, 0
43,34,114421,70644,3437,15770,10737,7513,7522,2145, 1, 0, 0
57,26,770675,31361,1633,5303,6242,9129,7174,2117, 1, 0, 0
53,21,123257,47184,30739,11586,21728,6442,5964,2403, 1, 0, 0
38,20,938956,240725,18756,8094,4502,4075,5899,2260, 1, 0, 0
35,26,292146,43916,9523,19055,6501,4743,1886,2434, 1, 0, 0
43,30,927357,169829,21206,11768,4947,4622,3284,2892, 1, 0, 0
54,35,679581,65973,20455,20755,16063,18186,6293,3326, 1, 0, 0
41,30,539294,186032,30745,20652,14344,22856,8353,7205, 1, 0, 0
48,37,1376191,10001,5999,2196,2891,3054,2924,2372, 1, 0, 0
48,63,174718,53212,44427,42950,3687,9839,4158,6457, 1, 0, 0
38,21,1269311,61702,3641,6859,6340,7834,3096,1497, 0, 1, 0
41,30,867498,60993,25608,29108,7313,9764,5162,5490, 0, 1, 0
44,20,612753,334510,37247,25954,5155,12196,13486,11750, 0, 1, 0
51,29,256036,29366,11983,11023,25344,15983,17438,5334, 0, 1, 0
44,38,875747,35324,1971,11569,2784,2949,1021,1609, 0, 1, 0
41,53,188811,89747,29247,25828,28183,10244,4310,5053, 0, 1, 0
37,47,165455,23140,2993,4466,8785,1276,801,920, 0, 1, 0
34,54,140828,34709,14645,4959,4852,2638,1243,699, 0, 1, 0
29,35,142326,52334,15934,17676,9710,6705,4751,2959, 0, 0, 1
29,24,838843,51463,10040,13942,5892,7999,1932,2461, 0, 0, 1
48,41,95689,62140,19264,26150,8433,12636,3926,5596, 0, 0, 1
44,50,367141,66397,13523,20965,8159,4313,1298,2141, 0, 0, 1
38,43,638220,58907,12532,6644,11660,3115,1285,2141, 0, 0, 1
38,50,486031,76305,46174,16799,12643,15030,6403,10025, 0, 0, 1
40,56,3333,15694,24089,16507,7727,7554,5864,5433, 0, 0, 1
50,75,54829,8898,60364,2860,6819,8645,5742,2610, 0, 0, 1
37,64,1011727,86927,22844,66603,10572,17269,8710,6372, 0, 0, 1
40,61,23615,29449,22250,5696,8931,7515,4172,6028, 0, 0, 1
34,38,1413649,196693,9625,21728,37370,16247,4669,7399, 0, 0, 1
67,48,74752,18255,18451,17866,12047,16362,7660,5142, 0, 0, 1
77,47,18884,8801,20742,11855,34397,12152,9600,4394, 0, 0, 1
77,54,192029,45279,57711,40826,11167,17491,3146,6692, 0, 0, 1
81,75,748184,28892,8843,44099,14136,7766,4495,2838, 0, 0, 1
